id,title,url,time,score,by
45569350,NanoChat – The best ChatGPT that $100 can buy,https://github.com/karpathy/nanochat,2025-10-13 15:22:47,1498,huseyinkeles
45551504,Microsoft only lets you opt out of AI photo scanning 3x a year,https://hardware.slashdot.org/story/25/10/11/0238213/microsofts-onedrive-begins-testing-face-recognizing-ai-for-photos-for-some-preview-users,2025-10-11 18:36:51,838,dmitrygr
45595403,Claude Haiku 4.5,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15 16:55:06,688,adocomplete
45536694,Show HN: I invented a new generative model and got accepted to ICLR,https://discrete-distribution-networks.github.io/,2025-10-10 09:01:54,650,diyer22
45583180,Beliefs that are true for regular software but false when applied to AI,https://boydkane.com/essays/boss,2025-10-14 18:26:00,510,beyarkay
45568915,America is getting an AI gold rush instead of a factory boom,https://www.washingtonpost.com/business/2025/10/13/manufacturing-artificial-intelligence/,2025-10-13 14:48:47,480,voxleone
45547344,Superpowers: How I'm using coding agents in October 2025,https://blog.fsck.com/2025/10/09/superpowers/,2025-10-11 07:29:23,427,Ch00k
45553577,Meta Superintelligence Labs' first paper is about RAG,https://paddedinputs.substack.com/p/meta-superintelligences-surprising,2025-10-11 23:16:05,420,skadamat
45590681,Bots are getting good at mimicking engagement,https://joindatacops.com/resources/how-73-of-your-e-commerce-visitors-could-be-fake,2025-10-15 11:11:41,386,simul007
45551260,Anthropic's Prompt Engineering Tutorial (2024),https://github.com/anthropics/prompt-eng-interactive-tutorial,2025-10-11 18:06:40,385,cjbarber
45577080,Why the push for Agentic when models can barely follow a simple instruction?,https://forum.cursor.com/t/why-the-push-for-agentic-when-models-can-barely-follow-a-single-simple-instruction/137154,2025-10-14 07:08:02,325,fork-bomber
45581735,How AI hears accents: An audible visualization of accent clusters,https://accent-explorer.boldvoice.com/,2025-10-14 16:07:37,257,ilyausorov
45570973,America's future could hinge on whether AI slightly disappoints,https://www.noahpinion.blog/p/americas-future-could-hinge-on-whether,2025-10-13 17:24:51,240,jxmorris12
45553422,CamoLeak: Critical GitHub Copilot Vulnerability Leaks Private Source Code,https://www.legitsecurity.com/blog/camoleak-critical-github-copilot-vulnerability-leaks-private-source-code,2025-10-11 22:58:30,233,greyadept
45561672,Emacs agent-shell (powered by ACP),https://xenodium.com/introducing-agent-shell,2025-10-12 20:37:16,232,Karrot_Kream
45588283,"I am a programmer, not a rubber-stamp that approves Copilot generated code",https://prahladyeri.github.io/blog/2025/10/i-am-a-programmer.html,2025-10-15 05:09:44,231,pyeri
45599727,"Writing an LLM from scratch, part 22 – training our LLM",https://www.gilesthomas.com/2025/10/llm-from-scratch-22-finally-training-our-llm,2025-10-15 23:42:12,227,gpjt
45556474,AdapTive-LeArning Speculator System (ATLAS): Faster LLM inference,https://www.together.ai/blog/adaptive-learning-speculator-system-atlas,2025-10-12 08:37:01,198,alecco
45581029,GPT-5o-mini hallucinates medical residency applicant grades,https://www.thalamusgme.com/blogs/cortex-core-clerkship-grades-and-transcript-normalization,2025-10-14 15:12:21,195,medicalthrow
45583243,Intel Announces Inference-Optimized Xe3P Graphics Card with 160GB VRAM,https://www.phoronix.com/review/intel-crescent-island,2025-10-14 18:30:57,192,wrigby
45597006,A Gemma model helped discover a new potential cancer therapy pathway,https://blog.google/technology/ai/google-gemma-ai-cancer-therapy-discovery/,2025-10-15 19:04:07,187,alexcos
45588689,Just talk to it – A way of agentic engineering,https://steipete.me/posts/just-talk-to-it,2025-10-15 06:21:04,185,freediver
45561700,Edge AI for Beginners,https://github.com/microsoft/edgeai-for-beginners,2025-10-12 20:41:01,183,bakigul
45586776,"Nvidia DGX Spark: great hardware, early days for the ecosystem",https://simonwillison.net/2025/Oct/14/nvidia-dgx-spark/,2025-10-15 00:49:25,177,GavinAnderegg
45601834,New coding models and integrations,https://ollama.com/blog/coding-models,2025-10-16 05:46:50,160,meetpateltech
45558375,Show HN: AI toy I worked on is in stores,https://www.walmart.com/ip/SANTA-SMAGICAL-PHONE/16364964771,2025-10-12 14:15:21,155,Sean-Der
45596602,Things I've learned in my 7 years implementing AI,https://www.jampa.dev/p/llms-and-the-lessons-we-still-havent,2025-10-15 18:27:35,145,jampa
45543471,Show HN: Semantic search over the National Gallery of Art,https://nga.demo.mixedbread.com/,2025-10-10 20:33:25,144,breadislove
45572478,LLMs are getting better at character-level text manipulation,https://blog.burkert.me/posts/llm_evolution_character_manipulation/,2025-10-13 19:39:14,138,curioussquirrel
45591222,Show HN: Scriber Pro – Offline AI transcription for macOS,https://scriberpro.cc/hn/,2025-10-15 12:16:16,131,rezivor
45559603,GitHub Copilot: Remote Code Execution via Prompt Injection (CVE-2025-53773),https://embracethered.com/blog/posts/2025/github-copilot-remote-code-execution-via-prompt-injection/,2025-10-12 16:46:11,127,kerng
45596059,Recursive Language Models (RLMs),https://alexzhang13.github.io/blog/2025/rlm/,2025-10-15 17:43:27,118,talhof8
45589327,"Europe's Digital Sovereignty Paradox – ""Chat Control"" Update",https://www.process-one.net/blog/chat-control-update-oct-2025/,2025-10-15 07:52:40,117,neustradamus
45568955,AI and the Future of American Politics,https://www.schneier.com/blog/archives/2025/10/ai-and-the-future-of-american-politics.html,2025-10-13 14:51:51,115,zdw
45575127,NVIDIA DGX Spark In-Depth Review: A New Standard for Local AI Inference,https://lmsys.org/blog/2025-10-13-nvidia-dgx-spark/,2025-10-14 01:07:45,112,yvbbrjdr
45567406,AI Is Too Big to Fail,https://sibylline.dev/articles/2025-10-12-ai-is-too-big-to-fail/,2025-10-13 12:03:51,90,raffael_de
45553701,Paper2video: Automatic video generation from scientific papers,https://arxiv.org/abs/2510.05096,2025-10-11 23:32:25,90,jinqueeny
45583574,Preparing for AI's economic impact: exploring policy responses,https://www.anthropic.com/research/economic-policy-responses,2025-10-14 19:06:27,74,grantpitt
45600263,Who's Submitting AI-Tainted Filings in Court?,https://cyberlaw.stanford.edu/whos-submitting-ai-tainted-filings-in-court/,2025-10-16 00:50:56,71,cratermoon
45559977,Ridley Scott's Prometheus and Alien: Covenant – Contemporary Horror of AI (2020),https://www.ejumpcut.org/archive/jc58.2018/AlpertAlienPrequels/index.html,2025-10-12 17:23:41,63,measurablefunc
45534922,Open-Source Agentic AI,https://github.com/AFK-surf/open-agent,2025-10-10 02:30:58,63,Johnson8053
45601230,TaxCalcBench: Evaluating Frontier Models on the Tax Calculation Task,https://arxiv.org/abs/2507.16126,2025-10-16 03:45:39,59,handfuloflight
